ID,Title,Code,Fully Specified Name,Definition
http://id.who.int/icd/release/11/2023-01/mms/1722068323,Foodborne Bacillus cereus intoxication,1A13,,
http://id.who.int/icd/release/11/2023-01/mms/1834648119/other,Other specified bacterial foodborne intoxications,1A1Y,,
http://id.who.int/icd/release/11/2023-01/mms/1834648119/unspecified,"Bacterial foodborne intoxications, unspecified",1A1Z,,
http://id.who.int/icd/release/11/2023-01/mms/1834648119,Bacterial foodborne intoxications,,,Any condition caused by an infection with a bacterial source. Transmission is by ingestion of contaminated food.
http://id.who.int/icd/release/11/2023-01/mms/749414717,Enteritis due to Adenovirus,1A20,,"A disease of the intestinal tract, caused by an infection with adenovirus. This disease is characterised by a fever, diarrhoea, or vomiting. Transmission is by the faecal-oral route."
http://id.who.int/icd/release/11/2023-01/mms/1185210745,Gastroenteritis due to Astrovirus,1A21,,
http://id.who.int/icd/release/11/2023-01/mms/840750347,Gastroenteritis due to Rotavirus,1A22,,"A disease of the gastrointestinal tract, caused by an infection with rotavirus. This disease is characterised by acute onset of vomiting, non-haemorrhagic diarrhoea, and abdominal pain. Transmission is by ingestion of contaminated food or water, direct contact, or through fomites. Confirmation is by identification of rotavirus."
http://id.who.int/icd/release/11/2023-01/mms/1465325727,Enteritis due to Norovirus,1A23,,"A disease of the gastrointestinal tract, caused by an infection with norovirus. This disease is characterised by acute onset of vomiting, non-haemorrhagic diarrhoea, and abdominal pain. Transmission is by ingestion of contaminated food or water, direct contact, or through fomites. Confirmation is by identification of norovirus."
http://id.who.int/icd/release/11/2023-01/mms/1519125035,Intestinal infections due to Cytomegalovirus,1A24,,"A condition of the intestinal tract, caused by an infection with cytomegalovirus. The condition is characterised by diarrhoea, fever, abdominal pain, or haematochezia. Transmission is by direct contact with infected body fluids."
http://id.who.int/icd/release/11/2023-01/mms/30738976/other,Other specified viral intestinal infections,1A2Y,,
http://id.who.int/icd/release/11/2023-01/mms/30738976/unspecified,"Viral intestinal infections, unspecified",1A2Z,,
http://id.who.int/icd/release/11/2023-01/mms/30738976,Viral intestinal infections,,,"Any condition of the intestines, caused by an infection with a viral source."
http://id.who.int/icd/release/11/2023-01/mms/2090337975,Infections due to Balantidium coli,1A30,,Any condition caused by an infection with the protozoan parasite Balantidium coli.
http://id.who.int/icd/release/11/2023-01/mms/433310499,Giardiasis,1A31,,"A condition caused by an infection with the protozoan parasite Giardia. This condition is characterised by gastroenteritis, or may be asymptomatic. Transmission is by the faecal-oral route from the ingestion of contaminated food or water. Confirmation is by identification of Giardia in a faecal sample."
http://id.who.int/icd/release/11/2023-01/mms/1837013982,Cryptosporidiosis,1A32,,Any condition caused by an infection with the protozoan parasite Cryptosporidium.
http://id.who.int/icd/release/11/2023-01/mms/1058992628,Cystoisosporiasis of small intestine,1A33.0,,
http://id.who.int/icd/release/11/2023-01/mms/883510242,Cystoisosporiasis of colon,1A33.1,,Isosporiasis of colon is a large intestinal inflammation caused by the protozoan Isospora belli.
http://id.who.int/icd/release/11/2023-01/mms/137713224/other,Other specified cystoisosporiasis,1A33.Y,,
http://id.who.int/icd/release/11/2023-01/mms/137713224/unspecified,"Cystoisosporiasis, unspecified",1A33.Z,,
http://id.who.int/icd/release/11/2023-01/mms/137713224,Cystoisosporiasis,1A33,,"A disease caused by the protozoan parasite Cystoisospora belli. This disease is characterised by watery diarrhoea, fever, abdominal pain, nausea, or malaise. Transmission is by the faecal-oral route, commonly through the ingestion of contaminated food or water. Confirmation is by identification of Cystoisospora belli in a faecal sample."
http://id.who.int/icd/release/11/2023-01/mms/261748740,Sarcocystosis,1A34,,Any condition caused by an infection with the protozoan parasite Sarcocystis.
http://id.who.int/icd/release/11/2023-01/mms/1184241320,Blastocystosis,1A35,,
http://id.who.int/icd/release/11/2023-01/mms/1616956984,Acute amoebiasis,1A36.00,,"A disease caused by an infection with the protozoan parasite Entamoeba histolytica. This disease is characterised by fever, abdominal pain, tenesmus, or diarrhoea containing blood. Transmission is by the faecal-oral route or ingestion of contaminated food or water. Confirmation is by identification of Entamoeba histolytica in a faecal or blood sample."
http://id.who.int/icd/release/11/2023-01/mms/349019849,Amoeboma of intestine,1A36.01,,
http://id.who.int/icd/release/11/2023-01/mms/1727029934/unspecified,"Intestinal infections due to Entamoeba, unspecified",1A36.0Z,,
http://id.who.int/icd/release/11/2023-01/mms/1727029934,Intestinal infections due to Entamoeba,1A36.0,,
http://id.who.int/icd/release/11/2023-01/mms/1730350429,Amoebic liver abscess,1A36.10,,
http://id.who.int/icd/release/11/2023-01/mms/40419529,Amoebic lung abscess,1A36.11,,
http://id.who.int/icd/release/11/2023-01/mms/328097188,Cutaneous amoebiasis,1A36.12,,
http://id.who.int/icd/release/11/2023-01/mms/1777228366/other,Amoebiasis of other specified sites,1A36.1Y,,
http://id.who.int/icd/release/11/2023-01/mms/1777228366,Extraintestinal infections due to Entamoeba,1A36.1,,
http://id.who.int/icd/release/11/2023-01/mms/435671752/unspecified,"Amoebiasis, unspecified",1A36.Z,,
http://id.who.int/icd/release/11/2023-01/mms/435671752,Amoebiasis,1A36,,
http://id.who.int/icd/release/11/2023-01/mms/2092703582/other,Other specified protozoal intestinal infections,1A3Y,,
http://id.who.int/icd/release/11/2023-01/mms/2092703582/unspecified,"Protozoal intestinal infections, unspecified",1A3Z,,
http://id.who.int/icd/release/11/2023-01/mms/2092703582,Protozoal intestinal infections,,,"Any condition of the intestines, caused by an infection with a protozoal parasitic source."
http://id.who.int/icd/release/11/2023-01/mms/1160271562,Gastroenteritis or colitis without specification of origin,1A40.0,,There is no mention whether the gastroenteritis or colitis is infectious or non-infectious.
http://id.who.int/icd/release/11/2023-01/mms/1688127370/unspecified,Infectious gastroenteritis or colitis without specification of infectious agent,1A40.Z,,
http://id.who.int/icd/release/11/2023-01/mms/1688127370,Gastroenteritis or colitis without specification of infectious agent,1A40,,
http://id.who.int/icd/release/11/2023-01/mms/588616678,Gastroenteritis or colitis of infectious origin,,,
http://id.who.int/icd/release/11/2023-01/mms/395565060,"Early congenital syphilis, symptomatic",1A60.0,,"A disease affecting newborns or children up to 2 years of age, caused by an infection with the gram-negative bacteria Treponema pallidum pallidum in utero. This disease is characterised by premature birth, hepatosplenomegaly, skeletal abnormalities, and bullous skin disease. Transmission is by vertical transmission."
http://id.who.int/icd/release/11/2023-01/mms/1926763926,"Early congenital syphilis, latent",1A60.1,,
http://id.who.int/icd/release/11/2023-01/mms/1665042685,Late congenital syphilitic oculopathy,1A60.2,,"This is a late congenital, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with oculopathy."
http://id.who.int/icd/release/11/2023-01/mms/282073961,Late congenital neurosyphilis,1A60.3,,"Neurological sequelae of longstanding (> 2 years) untreated congenital neurosyphilis include mental delay, hydrocephalus, seizures, cerebral infarction and cranial nerve palsies."
http://id.who.int/icd/release/11/2023-01/mms/2132718683,"Other late congenital syphilis, symptomatic",1A60.4,,
http://id.who.int/icd/release/11/2023-01/mms/20350466,"Late congenital syphilis, latent",1A60.5,,
http://id.who.int/icd/release/11/2023-01/mms/587996426/unspecified,"Congenital syphilis, unspecified",1A60.Z,,
http://id.who.int/icd/release/11/2023-01/mms/587996426,Congenital syphilis,1A60,,A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum in utero. This disease may present with clinical signs depending on the stage of disease. Transmission is by vertical transmission.
http://id.who.int/icd/release/11/2023-01/mms/191565955,Primary genital syphilis,1A61.0,,A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by a single chancre in the genital region. Transmission is commonly by sexual contact.
http://id.who.int/icd/release/11/2023-01/mms/1847647511,Primary anal syphilis,1A61.1,,
http://id.who.int/icd/release/11/2023-01/mms/445484522,Primary syphilis of other sites,1A61.2,,
http://id.who.int/icd/release/11/2023-01/mms/2143699068,Secondary syphilis of skin or mucous membranes,1A61.3,,A disease caused by an infection with Treponema pallidum pallidum. This disease is characterised by lesions of the skin and mucous membranes. Transmission is commonly by sexual contact.
http://id.who.int/icd/release/11/2023-01/mms/204002280,Secondary syphilis of other sites,1A61.4,,"A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by less common symptoms of syphilis, including hepatitis, kidney disease, arthritis, periostitis, optic neuritis, uveitis, or interstitial keratitis. Transmission is commonly by sexual contact."
http://id.who.int/icd/release/11/2023-01/mms/1768103550,Latent early syphilis,1A61.5,,A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by serologic proof of infection without symptoms of disease less than 1 year after secondary syphilis. Transmission is commonly by sexual contact.
http://id.who.int/icd/release/11/2023-01/mms/1179111584/other,Other specified early syphilis,1A61.Y,,
http://id.who.int/icd/release/11/2023-01/mms/1179111584/unspecified,"Early syphilis, unspecified",1A61.Z,,
http://id.who.int/icd/release/11/2023-01/mms/1179111584,Early syphilis,1A61,,"A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum, including primary and secondary stages of syphilis, and early latent syphilis of less than 2 years duration. This disease is characterised by a single chancre in the primary stage, and diffuse rash in the secondary stage. Transmission is commonly by sexual contact."
http://id.who.int/icd/release/11/2023-01/mms/453651926,Asymptomatic neurosyphilis,1A62.00,,
http://id.who.int/icd/release/11/2023-01/mms/1873247529,Symptomatic late neurosyphilis,1A62.01,,"A diverse constellation of neuropsychiatric signs resulting from prolonged untreated or inadequately treated syphilis. The protean clinical manifestations include chronic, insidious meningeal inflammation with cranial nerve palsy, cognitive and/or behavioural impairment, ataxia, stroke, seizures and visual or auditory impairment."
http://id.who.int/icd/release/11/2023-01/mms/2118246468/unspecified,"Neurosyphilis, unspecified",1A62.0Z,,
http://id.who.int/icd/release/11/2023-01/mms/2118246468,Neurosyphilis,1A62.0,,"A disease of the brain or spinal cord caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by four different forms: meningovascular, tabes dorsalis, general paresis, or may be asymptomatic. Clinical signs normally manifest approximately 4-25 years after initial infection. Transmission is commonly by sexual contact."
http://id.who.int/icd/release/11/2023-01/mms/183283901,Cardiovascular late syphilis,1A62.1,,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the cardiovascular area."
http://id.who.int/icd/release/11/2023-01/mms/551528014,Ocular late syphilis,1A62.20,,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is with ocular."
http://id.who.int/icd/release/11/2023-01/mms/2063826056,Late syphilis involving the musculoskeletal system,1A62.21,,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the musculoskeletal system."
http://id.who.int/icd/release/11/2023-01/mms/1934471301,Late syphilis of skin or mucous membranes,1A62.22,,"This is a late, sexually transmitted infection caused by the spirochete bacterium Treponema pallidum subspecies pallidum. This diagnosis is involving the skin and mucous membranes."
http://id.who.int/icd/release/11/2023-01/mms/1883423833/other,Symptomatic late syphilis of other specified sites,1A62.2Y,,
http://id.who.int/icd/release/11/2023-01/mms/1883423833/unspecified,Symptomatic late syphilis of unspecified site,1A62.2Z,,
http://id.who.int/icd/release/11/2023-01/mms/1883423833,Symptomatic late syphilis of other sites,1A62.2,,
http://id.who.int/icd/release/11/2023-01/mms/854229089/other,Other specified late syphilis,1A62.Y,,
http://id.who.int/icd/release/11/2023-01/mms/854229089/unspecified,"Late syphilis, unspecified",1A62.Z,,
http://id.who.int/icd/release/11/2023-01/mms/854229089,Late syphilis,1A62,,"A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by gummas, neurological abnormalities, or cardiac abnormalities. Clinical signs normally manifest approximately 3-15 years after initial infection. Transmission is commonly by sexual contact."
http://id.who.int/icd/release/11/2023-01/mms/370440252,"Latent syphilis, unspecified as early or late",1A63,,A disease caused by an infection with the gram-negative bacteria Treponema pallidum pallidum. This disease is characterised by serologic proof of infection without symptoms of disease. Transmission is commonly by sexual contact.
http://id.who.int/icd/release/11/2023-01/mms/455894495/unspecified,"Syphilis, unspecified",1A6Z,,
http://id.who.int/icd/release/11/2023-01/mms/455894495,Syphilis,,,A predominantly sexually transmitted infection caused by Treponema pallidum ssp. pallidum.
http://id.who.int/icd/release/11/2023-01/mms/1112016389,Gonorrhoea of penis,1A70.00,,
http://id.who.int/icd/release/11/2023-01/mms/762120574/other,Other specified gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,1A70.0Y,,
http://id.who.int/icd/release/11/2023-01/mms/762120574/unspecified,"Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess, unspecified",1A70.0Z,,
http://id.who.int/icd/release/11/2023-01/mms/762120574,Gonococcal infection of lower genitourinary tract without periurethral or accessory gland abscess,1A70.0,,
http://id.who.int/icd/release/11/2023-01/mms/1210500328,Gonococcal infection of lower genitourinary tract with periurethral or accessory gland abscess,1A70.1,,
http://id.who.int/icd/release/11/2023-01/mms/1977691885/other,Gonococcal infection of other specified genitourinary organ,1A70.Y,,
http://id.who.int/icd/release/11/2023-01/mms/1977691885/unspecified,"Gonococcal genitourinary infection, unspecified",1A70.Z,,
http://id.who.int/icd/release/11/2023-01/mms/1977691885,Gonococcal genitourinary infection,1A70,,
http://id.who.int/icd/release/11/2023-01/mms/1015780375,Gonococcal pelviperitonitis,1A71,,"This is an inflammation of the peritoneum, the thin tissue that lines the inner wall of the abdomen and covers most of the abdominal organs."
http://id.who.int/icd/release/11/2023-01/mms/707709463,Gonococcal infection of musculoskeletal system,1A72.0,Infection of the musculoskeletal system due to Neisseria gonorrhoeae,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is of the musculoskeletal system.
http://id.who.int/icd/release/11/2023-01/mms/359736861,Gonococcal infection of rectum,1A72.1,Infection of the rectum due to Neisseria gonorrhoeae,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea of the rectum.
http://id.who.int/icd/release/11/2023-01/mms/1002985340,Gonococcal infection of anus,1A72.2,Infection of the anus due to Neisseria gonorrhoeae,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is of the anus.
http://id.who.int/icd/release/11/2023-01/mms/1332021123,Gonococcal pharyngitis,1A72.3,Infection of the pharynx due to Neisseria gonorrhoeae,
http://id.who.int/icd/release/11/2023-01/mms/1505778051,Gonococcal infection of eye,1A72.4,,This is a species of Gram-negative coffee bean-shaped diplococci bacteria responsible for the sexually transmitted infection gonorrhoea. This diagnosis is of the eye.
http://id.who.int/icd/release/11/2023-01/mms/840155638/other,Gonococcal infection of other specified sites,1A72.Y,,
http://id.who.int/icd/release/11/2023-01/mms/840155638,Gonococcal infection of other sites,1A72,,
http://id.who.int/icd/release/11/2023-01/mms/2046292009,Disseminated gonococcal infection,1A73,Disseminated infection due to Neisseria gonorrhoeae,"Disseminated gonococcal infection occurs when there is bacteremic dissemination of Neisseria gonorrhoeae from its initial focus of infection in female pelvic organs. It manifests as pain and swelling around one or more joints, intermittent crops of erythematous papules and pustules on the limbs, fever and rigors. Blood cultures may be but are not always positive."
http://id.who.int/icd/release/11/2023-01/mms/609214049/unspecified,"Gonococcal infection, unspecified",1A7Z,,
http://id.who.int/icd/release/11/2023-01/mms/609214049,Gonococcal infection,,Infection due to Neisseria gonorrhoeae,A condition caused by an infection with the gram-negative bacteria Neisseria gonorrhoeae. Transmission is by sexual contact. Confirmation is by identification of Neisseria gonorrhoeae.
http://id.who.int/icd/release/11/2023-01/mms/1090786293,Chlamydial lymphogranuloma,1A80,,"A disease of the inguinal lymph glands, caused by an infection with the gram-negative bacteria Chlamydia trachomatis. This disease is characterised by a genital ulcer, buboes, abscesses in the groin, blood in faeces, tenesmus, or proctocolitis. Transmission is by sexual contact. Confirmation is by identification of Chlamydia trachomatis in a blood sample or by polymerase chain reaction tests."
http://id.who.int/icd/release/11/2023-01/mms/806511043,Chlamydial infection of lower genitourinary tract,1A81.0,,
http://id.who.int/icd/release/11/2023-01/mms/1431940183,Chlamydial infection of internal reproductive organs,1A81.1,,
http://id.who.int/icd/release/11/2023-01/mms/900285196/other,Non-ulcerative sexually transmitted chlamydial infection of other specified site,1A81.Y,,
http://id.who.int/icd/release/11/2023-01/mms/900285196/unspecified,Non-ulcerative sexually transmitted chlamydial infection of unspecified site,1A81.Z,,
http://id.who.int/icd/release/11/2023-01/mms/900285196,Non-ulcerative sexually transmitted chlamydial infection,1A81,,
http://id.who.int/icd/release/11/2023-01/mms/251474152/other,Other specified sexually transmissible infections due to chlamydia,1A8Y,,
http://id.who.int/icd/release/11/2023-01/mms/251474152/unspecified,"Sexually transmissible infections due to chlamydia, unspecified",1A8Z,,
http://id.who.int/icd/release/11/2023-01/mms/251474152,Sexually transmissible infections due to chlamydia,,,"An infection with the gram-negative bacteria Chlamydia trachomatis. This infection may be asymptomatic or characterised by fever, painful urination, urinary urgency, dyspareunia, vaginal bleeding or discharge, pain in the abdomen in females and by fever, urethritis, painful urination, discharge from the penis, swollen or tender testicles in males. Transmission is by anal, vaginal, or oral sex. Confirmation is by identification of Chlamydia trachomatis."
http://id.who.int/icd/release/11/2023-01/mms/1357024926,Chancroid,1A90,,A disease caused by an infection with the gram-negative bacteria Haemophilus ducreyi. This disease is characterised by painful ulcer(s) on the genitalia. Transmission is by sexual contact. Confirmation is by identification of Haemophilus ducreyi from the ulcer exudate.
http://id.who.int/icd/release/11/2023-01/mms/764124124,Granuloma inguinale,1A91,,"A disease caused by infection with the gram-negative bacterium Klebsiella granulomatis. It commonly presents with painless genital ulceration following contact with an infected sexual partner. Small, painless nodules appear after an incubation period of about 10–40 days; later the nodules break down to create open, fleshy, oozing ulcers which gradually extend, mutilating the infected tissue. The lesions occur at the region of contact and are typically found on the shaft of the penis, the labia, or the perineum."
http://id.who.int/icd/release/11/2023-01/mms/1220564554,Trichomoniasis,1A92,,A disease caused by an infection with the protozoan parasite Trichomonas. This disease presents with symptoms depending on the site of infection.
http://id.who.int/icd/release/11/2023-01/mms/1372745524,Sexually transmissible infestations,1A93,,
http://id.who.int/icd/release/11/2023-01/mms/666746193,Herpes simplex infection of genitalia or urogenital tract,1A94.0,,Herpes simplex infection affecting the vulva and vagina in women and the penis in men. It is more commonly due to infection with Herpes simplex type 2 virus than with type 1 virus.
http://id.who.int/icd/release/11/2023-01/mms/1123446981,Herpes simplex infection of perianal skin or rectum,1A94.1,,Herpes simplex infection of perianal skin and rectum. This is commonly due to Herpes simplex virus type 2 and acquired through anal sexual contact.
http://id.who.int/icd/release/11/2023-01/mms/616315615/unspecified,Anogenital herpes simplex infection without further specification,1A94.Z,,
http://id.who.int/icd/release/11/2023-01/mms/616315615,Anogenital herpes simplex infection,1A94,,"A condition of the anogenital region, caused by an infection with herpes simplex virus type 1 or 2. This condition is characterised by vesicles, or may be asymptomatic. Transmission is by sexual contact. Confirmation is by identification of herpes simplex virus type 1 or 2."
http://id.who.int/icd/release/11/2023-01/mms/1987223744,Anal warts,1A95.0,,"Infection of the anus or perianal skin by human papillomavirus (HPV). Although the majority of such infections are sexually transmitted and caused by HPV subtypes responsible for genital warts, autoinoculation from common warts, especially on the hands in children, may also cause perianal warts."
http://id.who.int/icd/release/11/2023-01/mms/144526718,Genital warts,1A95.1,,"Infection of anogenital mucosa or skin by the human papillomavirus. The infection is commonly asymptomatic but manifests typically as flat, papular or pedunculated growths depending on the site of infection. Transmission is by normally by sexual contact."
http://id.who.int/icd/release/11/2023-01/mms/158514824,Extragenital condylomata acuminata,1A95.2,,"Anogenital warts transmitted to extragenital sites (i.e. beyond the anogenital region). This may be through autoinoculation of anogenital wart virus to moist, intertriginous sites on the abdomen or under the breasts, or as a result of sexual activity, particularly to the lips and oral cavity."
http://id.who.int/icd/release/11/2023-01/mms/641342831,Anogenital warts,1A95,,"Anogenital warts are due to an infection of anogenital skin and mucous membranes by certain human papilloma viruses, most commonly HPV subtypes 6,11,16 and 18. Transmission is predominantly by sexual contact. They manifest typically as flat plaques or papillomatous, keratinous growths on and adjacent to the external genitalia and anus. Some HPV subtypes, including types 16 and 18, are oncogenic and predispose to the development of anogenital cancers."
http://id.who.int/icd/release/11/2023-01/mms/508325484,Sexually transmissible viral hepatitis,,,"Viral hepatitis which can be acquired through sexual contact, in particular hepatitis B and hepatitis D."
http://id.who.int/icd/release/11/2023-01/mms/1904876434/other,Other specified predominantly sexually transmitted infections,1A9Y,,
http://id.who.int/icd/release/11/2023-01/mms/1904876434/unspecified,"Predominantly sexually transmitted infections, unspecified",1A9Z,,
http://id.who.int/icd/release/11/2023-01/mms/1904876434,Predominantly sexually transmitted infections,,,
http://id.who.int/icd/release/11/2023-01/mms/983550510,"Respiratory tuberculosis, confirmed",1B10.0,,"A disease of the respiratory tract, caused by an infection with the bacteria Mycobacterium tuberculosis, which has been confirmed by laboratory testing. This disease is characterised by chronic cough, and sputum production that may be haemorrhagic. Transmission is commonly by inhalation of infected respiratory secretions. Confirmation is by identification of Mycobacterium tuberculosis in clinical samples."
